Object ID,Class Label,Estimated Distance (cm),Ground Truth Distance (cm),Error (cm)
3,C - N -B - L,17.50240923300377,17.7,0.19759076699622824
3,C - N -B - L,17.597562380620023,17.7,0.10243761937997675
3,C - N -B - L,17.585864032557872,17.7,0.1141359674421274
3,C - N -B - L,17.756480858396372,17.7,0.05648085839637318
3,C - N -B - L,17.659287491589257,17.7,0.04071250841074203
3,C - N -B - L,17.656404993822253,17.7,0.04359500617774614
3,C - N -B - L,17.670449909221997,17.7,0.029550090778002414
3,C - N -B - L,17.699990897612704,17.7,9.102387295456538e-06
3,C - N -B - L,17.729709228221715,17.7,0.029709228221715733
3,C - N -B - L,17.501815871756186,17.7,0.19818412824381326
3,C - N -B - L,17.673702505668302,17.7,0.026297494331696925
3,C - N -B - L,17.46601406526922,17.7,0.23398593473077867
3,C - N -B - L,17.651644811123877,17.7,0.04835518887612267
3,C - N -B - L,17.62917780555236,17.7,0.07082219444763993
