Object ID,Class Label,Pitch (degrees),Yaw (degrees),Roll (degrees)
3,C - N -B - L,1.296390864072706,14.110221883399605,-32.192884747158665
3,C - N -B - L,1.223699370799556,14.137027691986829,-32.256720143055205
3,C - N -B - L,1.3775381184131323,14.138754912041154,-32.24985803666189
3,C - N -B - L,1.294284824015485,14.13430854984387,-32.223474715653836
3,C - N -B - L,1.295770983187945,14.129603034428605,-32.207867837844226
3,C - N -B - L,1.3580272712117625,14.112347813634052,-32.21587597737182
3,C - N -B - L,1.357830164135318,14.16091083873086,-32.24271735004831
3,C - N -B - L,1.2927545710404458,14.1319826911563,-32.03912406681353
3,C - N -B - L,1.2641385030106098,14.147168321689652,-32.13460737763895
3,C - N -B - L,1.3207112216014183,14.136324092706294,-32.187516397564345
3,C - N -B - L,1.3059043116217601,14.054816440574024,-32.0340452123459
3,C - N -B - L,1.3225760135247324,14.10497775260453,-32.02944486211845
3,C - N -B - L,1.2777346514769288,14.138491066827886,-32.167955690606114
3,C - N -B - L,1.3172332086068588,14.201737742185653,-32.00686321030057
3,C - N -B - L,1.2937557198057665,14.107299275494972,-32.03183429521919
3,C - N -B - L,1.2255487403634007,14.068753434017069,-32.14893575797204
3,C - N -B - L,1.3034637093784154,14.129314735880827,-32.308292155200725
3,C - N -B - L,1.2815577318450213,14.096331496810379,-32.01606971016548
3,C - N -B - L,1.117650870913836,14.114744935666794,-32.13598103845276
3,C - N -B - L,1.3709506819129345,14.182315171481234,-32.477850993789986
3,C - N -B - L,1.2217618097693144,14.106290029773529,-32.21302003249418
3,C - N -B - L,1.2148856503051828,14.135263799458402,-32.041463944259306
3,C - N -B - L,1.3905832098088104,14.126548987280806,-32.22922515169371
3,C - N -B - L,1.3523759911140674,14.104410805095458,-32.12557076555314
3,C - N -B - L,1.2369354053814166,14.087850784600684,-32.19459461790547
3,C - N -B - L,1.2984216850954222,14.096580776221158,-31.867528264105875
3,C - N -B - L,1.3278772981913987,14.113357005712965,-31.995810986108438
3,C - N -B - L,1.259547630871595,14.064091660853304,-32.23051208733971
3,C - N -B - L,1.3346750472488098,14.083162904387505,-32.05750364602847
3,C - N -B - L,1.314063825147834,14.114786475563266,-32.06367988286185
3,C - N -B - L,1.263484888306012,14.11367711077631,-32.067577720511935
3,C - N -B - L,1.295078479916061,14.106781213432045,-32.09656632024848
3,C - N -B - L,1.3171917110031435,14.157417964083564,-32.18922613589378
3,C - N -B - L,1.2822217120763457,14.11674127709304,-32.04208289982254
3,C - N -B - L,1.2805280430710515,14.154298711795917,-32.11514021502936
3,C - N -B - L,1.2606966472827936,14.06995123701281,-32.10089148661541
3,C - N -B - L,1.2478369432285452,14.089121709571439,-32.2223070082692
3,C - N -B - L,1.206061497018277,14.144683938850674,-32.19212985433782
3,C - N -B - L,1.3347528541555294,14.091436223117562,-32.21645941340829
3,C - N -B - L,1.2656973208783078,14.213642614425456,-32.03560171711978
3,C - N -B - L,1.2853367084819602,14.105139038880804,-32.230908921582504
