Object ID,X,Y,Distance (cm),Yaw (degrees),Predicted X,Predicted Y,Predicted Distance (cm),Predicted Yaw (degrees)
3,479.3917236328125,266.7713623046875,17.572858603542997,14.110221883399605,0.0,0.0,0.0,0.0
3,479.7265319824219,265.91607666015625,17.533032426795508,14.137027691986829,474.6457408228648,264.13032317683195,17.398887129396446,13.970530547062612
3,479.74810791015625,267.7261962890625,17.536946203993175,14.138754912041154,477.18626340349795,265.0232445556798,17.46596313122876,14.053783281333192
3,479.69256591796875,266.74658203125,17.552873871740232,14.13430854984387,478.05155022867586,265.936191659967,17.489938324693494,14.082483240434687
3,479.6337890625,266.7640686035156,17.562470557408236,14.129603034428605,478.4749778213514,266.1452948673761,17.50617744254812,14.095855608624689
3,479.41827392578125,267.4966125488281,17.559083689501925,14.112347813634052,478.7199200738727,266.2760873790028,17.518076328117793,14.10298892783983
3,480.02490234375,267.4942932128906,17.539427384374044,14.16091083873086,478.8464965609289,266.497307306319,17.52550890364274,14.104685223898562
3,479.66351318359375,266.72857666015625,17.662576541553705,14.1319826911563,479.03568430109226,266.65736890257784,17.527743453026705,14.113711993084939
3,479.85321044921875,266.3918762207031,17.604503665961417,14.147168321689652,479.12715736916476,266.6677436913743,17.54738829038448,14.116373987228558
3,479.7177429199219,267.0575256347656,17.573987820334857,14.136324092706294,479.2249724279289,266.63057837440766,17.555082967222674,14.120522650346535
3,478.699951171875,266.88330078125,17.671788922407625,14.054816440574024,479.28727102483566,266.6845552575727,17.557473016632603,14.122520350501297
3,479.32623291015625,267.0794677734375,17.67053027743252,14.10497775260453,479.2167646538355,266.70841419160394,17.571196373033995,14.114392654889732
3,479.74481201171875,266.5518493652344,17.585406137783522,14.138491066827886,479.22936243230515,266.751115619227,17.5826278744043,14.113309173181989
3,480.53509521484375,267.0166015625,17.67618937413344,14.201737742185653,479.28666782506485,266.7289620829649,17.58293674937577,14.116108784169066
3,479.355224609375,266.7403564453125,17.668915596591546,14.107299275494972,479.4215966330447,266.7600498758309,17.593015401608618,14.125363477976915
3,478.8739318847656,265.9378356933594,17.602182444614275,14.068753434017069,479.4145871611471,266.7579700756356,17.601031132549753,14.123455738651685
3,479.63018798828125,266.8545837402344,17.503251387349806,14.129314735880827,479.3585598841779,266.6729808076213,17.60115044125298,14.117787022731386
3,479.21826171875,266.5968322753906,17.679224301567306,14.096331496810379,479.38627530790626,266.691510562649,17.591161365304863,14.118963246582046
3,479.4482116699219,264.66839599609375,17.60625876106734,14.114744935666794,479.36934839544637,266.6819719825358,17.600033466785245,14.116683159303847
3,480.2923583984375,267.648681640625,17.39997364102843,14.182315171481234,479.3772114741547,266.481207982158,17.600654161008865,14.116489908324683
3,479.3426208496094,265.8932800292969,17.561246257237492,14.106290029773529,479.467682689365,266.59662416048405,17.580814930793572,14.122997378755159
3,479.7044982910156,265.8123779296875,17.660915310611347,14.135263799458402,479.4554050293998,266.52757495971963,17.578893821042097,14.121357172996811
3,479.59564208984375,267.87969970703125,17.550082398464777,14.126548987280806,479.479719915823,266.45776201318444,17.586900232737875,14.12271464866978
3,479.31915283203125,267.43011474609375,17.613263709228637,14.104410805095458,479.4909826891968,266.59591471893475,17.583323083438923,14.12308718556515
3,479.11236572265625,266.0718078613281,17.573595282222836,14.087850784600684,479.4743518624087,266.67665409908204,17.58622093466019,14.121279562293244
3,479.22137451171875,266.7952575683594,17.768462669089764,14.096580776221158,479.4394261888741,266.61829644413734,17.585002768087598,14.118054238314956
3,479.4308776855469,267.141845703125,17.689980144121883,14.113357005712965,479.41844178471825,266.63532646105347,17.602658200777896,14.115987719895651
3,478.81573486328125,266.3378601074219,17.554176318076923,14.064091660853304,479.41963605021095,266.6839693748664,17.611044049549783,14.115735082695272
3,479.0538330078125,267.2218322753906,17.65550998939421,14.083162904387505,479.36174100242295,266.65078842902255,17.60559223044018,14.110784109853709
3,479.44873046875,266.97930908203125,17.649299570735177,14.114786475563266,479.3322639596987,266.7054563303159,17.610371021309987,14.108139841215436
3,479.43487548828125,266.3841857910156,17.647063203697442,14.11367711077631,479.34340081014255,266.7316428895623,17.614093477117038,14.10877541081643
3,479.3487548828125,266.75592041015625,17.63033571639969,14.106781213432045,479.352139603626,266.6984494868596,17.61724315348272,14.109243681867378
3,479.98126220703125,267.01611328125,17.57131251667232,14.157417964083564,479.3518165035143,266.7039355705745,17.618492948893774,14.109008618513483
3,479.47314453125,266.6046447753906,17.662034351612274,14.11674127709304,479.4118643080827,266.73371667171875,17.613992034267373,14.113626768904904
3,479.9422912597656,266.584716796875,17.615500574563516,14.154298711795917,479.41770727864315,266.72140987433056,17.618572791833056,14.113923732243366
3,478.8888854980469,266.35137939453125,17.63067718068887,14.06995123701281,479.4677042550591,266.7083819496975,17.6182799853809,14.11777178512551
3,479.12823486328125,266.2000732421875,17.557089330015625,14.089121709571439,479.4125574795588,266.6743686432449,17.6194611242749,14.113215697405264
3,479.8221740722656,265.70855712890625,17.57059814765838,14.144683938850674,479.38547645200225,266.62919317674795,17.61352036479118,14.110920804522605
3,479.1571350097656,267.2227478027344,17.560369056210025,14.091436223117562,479.4270611156379,266.5415253292399,17.60943308361734,14.114135909252216
3,480.68389892578125,266.41021728515625,17.658065376329166,14.213642614425456,479.40136223194463,266.60638255028937,17.60476183950114,14.111974737801374
3,479.3282470703125,266.64129638671875,17.550756684752887,14.105139038880804,479.52344973440245,266.5877091451508,17.609835920979492,14.121652727676341
3,479.44189453125,266.0620422363281,17.60998970607969,14.114239125124115,479.50487034208453,266.59280957955815,17.604212758443193,14.120080954544154
3,479.05206298828125,267.212890625,17.63320475759981,14.083021140673845,479.49887693233563,266.54229643606453,17.604762550717794,14.119524987468328
3,480.4122314453125,267.3472595214844,17.473827365551116,14.191907221788375,479.45635728897224,266.6061114224465,17.60746916385998,14.11605121372481
3,479.361572265625,266.7442932128906,17.72797196624755,14.107807560513743,479.54731364818093,266.67663548910923,17.594752457030268,14.123269304382251
3,479.73455810546875,266.25201416015625,17.453683961335223,14.137670211138829,479.52964041489173,266.68307309994077,17.607428250828466,14.121798124386249
3,480.2412109375,267.9578552246094,17.58746603129875,14.17822218603397,479.54913734834463,266.6420599134287,17.592800220556537,14.12330827716175
3,479.40557861328125,265.3037109375,17.530057265093625,14.111331281826363,479.61498228191306,266.767246679998,17.59229271767993,14.128532869948316
3,479.4408264160156,266.0569763183594,17.61640470269488,14.114153601380458,479.5950599283417,266.6280080662868,17.586371729288476,14.126896336439648
3,479.45916748046875,266.540771484375,17.597345450940654,14.115622157322008,479.58038676122527,266.5736823614528,17.589228947743464,14.125684042961895
3,479.0875549316406,264.82476806640625,17.809974496275245,14.08586371393562,479.5688546821246,266.57055141697464,17.59000110342948,14.124726815197658
3,480.15478515625,267.59674072265625,17.513945500172493,14.171305779442598,479.523067490254,266.4044708878312,17.610927696336553,14.121029675790497
3,479.1319580078125,264.8561706542969,17.601850304308766,14.08941988607284,479.58316344277404,266.5178927457933,17.601701680080104,14.125812493337962
3,478.9947204589844,265.8807373046875,17.622890300939975,14.078428389996057,479.54024030423625,266.3598132502512,17.601715818691616,14.12235046739068
3,479.58074951171875,266.6927795410156,17.686886737825773,14.125356665033742,479.488345537468,266.31423922636236,17.603730126378647,14.118172203332623
3,479.86572265625,266.7205810546875,17.60533429060002,14.14816987660018,479.4971357681571,266.3502491135767,17.611640671394383,14.118855648782258
3,479.99114990234375,267.5003356933594,17.64887886565752,14.15820936607442,479.5321985791133,266.38547792735625,17.611040760098692,14.121644242900798
3,479.607421875,266.49798583984375,17.604654981838948,14.127492085785747,479.5758573196821,266.4915311916423,17.614640192000486,14.125122579590766
3,479.8135986328125,266.888916015625,17.582219588070437,14.143997487213873,479.57885995364524,266.49214520143,17.613690331283035,14.12534798304427
3,479.3329162597656,265.8448486328125,17.704275659801937,14.105512928916427,479.60118980597736,266.52988859217453,17.610696631858588,14.127122043781304
3,479.36126708984375,266.8390808105469,17.59031210428319,14.10778312378586,479.57566997475783,266.4647233741036,17.619598445073215,14.125066451748685
3,479.7861328125,266.86981201171875,17.590147077494837,14.141798859767823,479.5552747004151,266.50033447430667,17.616812554598155,14.12342235906076
3,479.8731689453125,265.85931396484375,17.5861586405475,14.148765919723385,479.5772352513165,266.5354813019142,17.614275981107415,14.125170437460614
3,479.66278076171875,265.4811096191406,17.61813910984341,14.131924055448904,479.60538612134434,266.471160478672,17.61160130223276,14.127414971854295
3,479.26531982421875,265.9117431640625,17.819280654215234,14.100099956831277,479.6108458138677,266.3769814187419,17.61222321429803,14.12784390058053
3,479.0015869140625,266.3528137207031,17.75022931231305,14.078978356569076,479.5779775241329,266.3327254547664,17.63191963115469,14.125204747495513
3,479.747314453125,265.5357971191406,17.63032169520193,14.138691393805013,479.52314819797647,266.3346363569666,17.643173874340405,14.120807448474922
3,479.85760498046875,265.0968017578125,17.55823288188871,14.147520088322349,479.5444720637637,266.2586465935578,17.641951307889265,14.122508662824568
3,479.15069580078125,266.4549255371094,17.69338696540559,14.090920533033353,479.5742588861024,266.1481259045427,17.633987578275658,14.124887878959305
3,479.4754638671875,266.6962890625,17.63159111637238,14.11692698149365,479.53396739419355,266.17731025828266,17.63963795246755,14.121656730894305
3,479.39520263671875,266.4745178222656,17.73288271605389,14.110500455826177,479.52840224097304,266.2266781632874,17.638872496466828,14.121206813061033
3,479.3297119140625,265.0700378417969,17.645077725318732,14.105256337847507,479.5157316207814,266.2502539254296,17.64781522413624,14.120188370199147
3,479.501953125,266.51513671875,17.564334341968248,14.119047899751925,479.4980364898484,266.13798583030393,17.647554819468052,14.118767960113466
3,479.6932678222656,265.6022033691406,17.64995174457555,14.13436474121971,479.498409059821,266.1738623137457,17.639638470403252,14.118794589375419
3,480.13238525390625,267.39569091796875,17.580023149358702,14.169513110898862,479.51694499903414,266.11948325829593,17.64061952057902,14.120275700024509
3,478.8285217285156,267.18463134765625,17.706938362553757,14.065115947180514,479.5754887431178,266.2408824908518,17.63485529176715,14.12495940792101
3,479.32476806640625,265.393798828125,17.767279843074096,14.104860453351199,479.5044335265128,266.3306565747538,17.641712191882103,14.119266800373175
3,480.2804870605469,267.69781494140625,17.762566020075983,14.181365201749621,479.4873428562291,266.24153801606747,17.65365681008281,14.117896397142639
3,479.94061279296875,267.109619140625,17.6797824767997,14.154164364628414,479.56279066356205,266.3800662941388,17.66401679386334,14.123933864371894
3,478.78094482421875,265.2596740722656,17.758670567608696,14.061304773334614,479.59873097458836,266.44946497190824,17.665516503658434,14.12680953918588
3,479.8546142578125,266.7437744140625,17.58310799753044,14.147280691704552,479.5209391123293,266.3362861784789,17.674377778832163,14.120578401962401
3,479.3580322265625,266.253662109375,17.555985183090474,14.107524094148198,479.55267994069317,266.37504847264745,17.66569574631544,14.123118455685615
3,479.3085021972656,264.9020080566406,17.7261141482797,14.10355793478228,479.5341640891198,266.36350160247014,17.65525953588383,14.121635043024455
3,479.48175048828125,265.4687805175781,17.806454485519577,14.117430336636007,479.51269801646043,266.2244771247958,17.661999576239985,14.11991545928876
3,479.2367248535156,265.8605041503906,17.682065307537595,14.097810057898137,479.5097541349422,266.1525915363091,17.675740839683776,14.119679062165035
3,479.55419921875,265.8822326660156,17.588689064891675,14.123230977591401,479.4837822435753,266.1248067440807,17.676342454247585,14.11759877465831
3,480.1593017578125,266.69354248046875,17.814343836472478,14.171667240513223,479.49048065332477,266.1017319021772,17.66800443182646,14.11813453756128
3,479.4437561035156,266.3006896972656,17.60532277645546,14.114388180638178,479.554102212439,266.15802784056575,17.68192495709241,14.12322683205161
3,479.44989013671875,266.58551025390625,17.530482109879376,14.114879329394732,479.54360554693295,266.1715985392053,17.674638180286014,14.122386055985137
3,479.6706237792969,265.5259704589844,17.6031649627073,14.132551944578248,479.53469087549774,266.21097186031994,17.660925344796823,14.121671979175842
3,479.43695068359375,265.9752502441406,17.54843327168266,14.113843271828662,479.547621482782,266.14581115336625,17.655430892780327,14.122706935069173
3,480.36773681640625,267.19915771484375,17.602765364710315,14.188346927197324,479.5370939313667,266.1295865597563,17.645252752153507,14.121863779772774
