Object ID,Class Label,Distance (cm)
3,C - N -B - L,17.572858603542997
3,C - N -B - L,17.533032426795508
3,C - N -B - L,17.536946203993175
3,C - N -B - L,17.552873871740232
3,C - N -B - L,17.562470557408236
3,C - N -B - L,17.559083689501925
3,C - N -B - L,17.539427384374044
3,C - N -B - L,17.662576541553705
3,C - N -B - L,17.604503665961417
3,C - N -B - L,17.573987820334857
3,C - N -B - L,17.671788922407625
3,C - N -B - L,17.67053027743252
3,C - N -B - L,17.585406137783522
3,C - N -B - L,17.67618937413344
3,C - N -B - L,17.668915596591546
3,C - N -B - L,17.602182444614275
3,C - N -B - L,17.503251387349806
3,C - N -B - L,17.679224301567306
3,C - N -B - L,17.60625876106734
3,C - N -B - L,17.39997364102843
3,C - N -B - L,17.561246257237492
3,C - N -B - L,17.660915310611347
3,C - N -B - L,17.550082398464777
3,C - N -B - L,17.613263709228637
3,C - N -B - L,17.573595282222836
3,C - N -B - L,17.768462669089764
3,C - N -B - L,17.689980144121883
3,C - N -B - L,17.554176318076923
3,C - N -B - L,17.65550998939421
3,C - N -B - L,17.649299570735177
3,C - N -B - L,17.647063203697442
3,C - N -B - L,17.63033571639969
3,C - N -B - L,17.57131251667232
3,C - N -B - L,17.662034351612274
3,C - N -B - L,17.615500574563516
3,C - N -B - L,17.63067718068887
3,C - N -B - L,17.557089330015625
3,C - N -B - L,17.57059814765838
3,C - N -B - L,17.560369056210025
3,C - N -B - L,17.658065376329166
3,C - N -B - L,17.550756684752887
3,C - N -B - L,17.60998970607969
3,C - N -B - L,17.63320475759981
3,C - N -B - L,17.473827365551116
3,C - N -B - L,17.72797196624755
3,C - N -B - L,17.453683961335223
3,C - N -B - L,17.58746603129875
3,C - N -B - L,17.530057265093625
3,C - N -B - L,17.61640470269488
3,C - N -B - L,17.597345450940654
3,C - N -B - L,17.809974496275245
3,C - N -B - L,17.513945500172493
3,C - N -B - L,17.601850304308766
3,C - N -B - L,17.622890300939975
3,C - N -B - L,17.686886737825773
3,C - N -B - L,17.60533429060002
3,C - N -B - L,17.64887886565752
3,C - N -B - L,17.604654981838948
3,C - N -B - L,17.582219588070437
3,C - N -B - L,17.704275659801937
3,C - N -B - L,17.59031210428319
3,C - N -B - L,17.590147077494837
3,C - N -B - L,17.5861586405475
3,C - N -B - L,17.61813910984341
3,C - N -B - L,17.819280654215234
3,C - N -B - L,17.75022931231305
3,C - N -B - L,17.63032169520193
3,C - N -B - L,17.55823288188871
3,C - N -B - L,17.69338696540559
3,C - N -B - L,17.63159111637238
3,C - N -B - L,17.73288271605389
3,C - N -B - L,17.645077725318732
3,C - N -B - L,17.564334341968248
3,C - N -B - L,17.64995174457555
3,C - N -B - L,17.580023149358702
3,C - N -B - L,17.706938362553757
3,C - N -B - L,17.767279843074096
3,C - N -B - L,17.762566020075983
3,C - N -B - L,17.6797824767997
3,C - N -B - L,17.758670567608696
3,C - N -B - L,17.58310799753044
3,C - N -B - L,17.555985183090474
3,C - N -B - L,17.7261141482797
3,C - N -B - L,17.806454485519577
3,C - N -B - L,17.682065307537595
3,C - N -B - L,17.588689064891675
3,C - N -B - L,17.814343836472478
3,C - N -B - L,17.60532277645546
3,C - N -B - L,17.530482109879376
3,C - N -B - L,17.6031649627073
3,C - N -B - L,17.54843327168266
3,C - N -B - L,17.602765364710315
3,C - N -B - L,17.7006260389847
3,C - N -B - L,17.5161865171195
3,C - N -B - L,17.647706121831536
3,C - N -B - L,17.672035037872142
3,C - N -B - L,17.659197295853012
3,C - N -B - L,17.73161285089131
3,C - N -B - L,17.666448165588704
3,C - N -B - L,17.66949631749401
3,C - N -B - L,17.53470150396633
3,C - N -B - L,17.644881102171436
3,C - N -B - L,17.69503104740159
3,C - N -B - L,17.64293080483074
3,C - N -B - L,17.638607159803513
3,C - N -B - L,17.609645751277156
3,C - N -B - L,17.550822072845676
3,C - N -B - L,17.65150839480626
3,C - N -B - L,17.57129613141104
3,C - N -B - L,17.637421748123334
3,C - N -B - L,17.67469551121335
3,C - N -B - L,17.664620607182243
3,C - N -B - L,17.557381338756244
3,C - N -B - L,17.54479615523881
3,C - N -B - L,17.634895437822404
3,C - N -B - L,17.50131682919874
3,C - N -B - L,17.640955339641923
3,C - N -B - L,17.83918451532637
3,C - N -B - L,17.624900462600596
3,C - N -B - L,17.656132843318826
3,C - N -B - L,17.564607763047114
3,C - N -B - L,17.739157951689016
3,C - N -B - L,17.629781483682788
3,C - N -B - L,17.61057314339504
3,C - N -B - L,17.453762369858634
3,C - N -B - L,17.490917377666637
3,C - N -B - L,17.68404003338681
3,C - N -B - L,17.598601087740715
3,C - N -B - L,17.675327180481364
3,C - N -B - L,17.675129882606747
3,C - N -B - L,17.613788090788766
3,C - N -B - L,17.72745077065312
3,C - N -B - L,17.60508180531446
3,C - N -B - L,17.887295464529394
3,C - N -B - L,17.676399961132837
3,C - N -B - L,17.590447576349103
3,C - N -B - L,17.75443220803311
3,C - N -B - L,17.566099449481342
3,C - N -B - L,17.68159243445199
3,C - N -B - L,17.46887845449593
3,C - N -B - L,17.50240923300377
3,C - N -B - L,17.597562380620023
3,C - N -B - L,17.585864032557872
3,C - N -B - L,17.756480858396372
3,C - N -B - L,17.659287491589257
3,C - N -B - L,17.656404993822253
3,C - N -B - L,17.670449909221997
3,C - N -B - L,17.699990897612704
3,C - N -B - L,17.729709228221715
3,C - N -B - L,17.501815871756186
3,C - N -B - L,17.673702505668302
3,C - N -B - L,17.46601406526922
3,C - N -B - L,17.651644811123877
3,C - N -B - L,17.62917780555236
