Object ID,Class Label,X,Y,Z
3,C - N -B - L,4.722023390201178,-0.18957736782584095,17.037622121608518
3,C - N -B - L,4.65047451343977,-0.19752254011630313,16.730992995549496
3,C - N -B - L,4.674502674623567,-0.15702658148289997,16.866443192659283
3,C - N -B - L,4.627802373662206,-0.17335888205213318,16.67678618829291
3,C - N -B - L,4.641528755147079,-0.1554356578898795,16.682721932874916
3,C - N -B - L,4.723930013916452,-0.14508690496104637,16.98069263112075
3,C - N -B - L,4.673123160542259,-0.18975787643395378,16.798839363401136
3,C - N -B - L,4.596030792971379,-0.1621085131981119,16.52396653673261
3,C - N -B - L,4.66698199387184,-0.19978165862091507,16.788741335374404
3,C - N -B - L,4.630071471556376,-0.17595731876366602,16.767886665269632
3,C - N -B - L,4.576433279059716,-0.16223317332279769,16.4591537495654
3,C - N -B - L,4.720956129762167,-0.17618781324099791,16.97398667529667
3,C - N -B - L,4.684081203741392,-0.17729122399488656,16.889381934035146
3,C - N -B - L,4.580812633320108,-0.17325951273118897,16.54174878365677
3,C - N -B - L,4.574410902342261,-0.1693642222927251,16.48886221217434
3,C - N -B - L,4.705312355751686,-0.17593303667796373,16.895819287460323
3,C - N -B - L,4.6524538724909545,-0.173189481234598,16.74911186553375
3,C - N -B - L,4.59907123818275,-0.166536188490372,16.634306847095267
3,C - N -B - L,4.610238592164685,-0.18118464759074435,16.581069944591246
3,C - N -B - L,4.593214113755274,-0.17676945268733626,16.522152001942647
3,C - N -B - L,4.696220258838446,-0.18861000529453223,16.863544839340403
3,C - N -B - L,4.667828090304806,-0.15560288563493946,16.820679617865622
3,C - N -B - L,4.636611417004899,-0.1803887324421625,16.77851668663476
3,C - N -B - L,4.627482065184237,-0.1848202583637328,16.642919112957056
3,C - N -B - L,4.696655983561118,-0.15193730854773854,16.925618397768023
3,C - N -B - L,4.590325936905906,-0.16741244452122422,16.555296852043433
3,C - N -B - L,4.678971406832721,-0.16199204990951943,16.820229901581218
3,C - N -B - L,4.588876958735036,-0.18938780925760798,16.4912511632839
3,C - N -B - L,4.6381939352028345,-0.19612401985606803,16.714607479472246
3,C - N -B - L,4.63698366157043,-0.16827415244913285,16.69178058104528
3,C - N -B - L,4.63006064324186,-0.17593517537612346,16.67961212483271
3,C - N -B - L,4.60487746778509,-0.1474015919391821,16.55578080847727
3,C - N -B - L,4.620931825845444,-0.16546868307021068,16.712370884257666
3,C - N -B - L,4.5962333285178545,-0.160958154996976,16.541036057743053
3,C - N -B - L,4.633509691169245,-0.16764486631025513,16.645156274027904
3,C - N -B - L,4.706791203675315,-0.20452756017596208,16.909532409823477
3,C - N -B - L,4.636051794554104,-0.19617003934687463,16.68995714980042
3,C - N -B - L,4.62812889307747,-0.19161183006496826,16.729763450376996
3,C - N -B - L,4.6542128671314105,-0.15876251739368538,16.7292658204959
3,C - N -B - L,4.602173744198062,-0.16528602143602147,16.54540474502631
3,C - N -B - L,4.6452553162019665,-0.16066057034247777,16.68621988062437
3,C - N -B - L,4.560174021303086,-0.14874113238700803,16.395238898673878
3,C - N -B - L,4.614748630917473,-0.16530630911269864,16.603014674056602
3,C - N -B - L,4.648790731680814,-0.19689495903221013,16.73478244178297
3,C - N -B - L,4.6914893918377905,-0.16652197776759203,16.861767068177386
3,C - N -B - L,4.706834324401521,-0.19188829126774243,16.932316563708486
3,C - N -B - L,4.677831982274626,-0.18027066962678223,16.859726281913208
3,C - N -B - L,4.6291708946679,-0.1606900695745565,16.643078841475404
3,C - N -B - L,4.698644686168447,-0.16465586171106056,16.887511563192636
3,C - N -B - L,4.692052224632593,-0.17471290339584125,16.92144849430403
3,C - N -B - L,4.618066336374205,-0.18793417343959737,16.661502299471554
3,C - N -B - L,4.601029824057428,-0.14801453156524966,16.55300882710621
3,C - N -B - L,4.66957891513902,-0.2112284726830757,16.88188818630479
3,C - N -B - L,4.685357684275403,-0.20090054341066343,16.830307219272523
3,C - N -B - L,4.66349904098097,-0.17258530218937254,16.7863404193157
3,C - N -B - L,4.620795755086097,-0.18874905493370409,16.595017782264364
3,C - N -B - L,4.553629208672411,-0.1803488934031331,16.416638721166706
3,C - N -B - L,4.609702983469924,-0.1801247267122753,16.559245992932507
3,C - N -B - L,4.710432880142718,-0.16706357002890077,16.961231511270388
3,C - N -B - L,4.6929467222701415,-0.17610815185823056,16.960903271815123
3,C - N -B - L,4.629222647317341,-0.16646867736299573,16.62191731806382
3,C - N -B - L,4.649692783186446,-0.17543487871169805,16.71694487569755
3,C - N -B - L,4.608130954518329,-0.16454646680845583,16.57148978842099
3,C - N -B - L,4.655550287986611,-0.1604497797365621,16.73276675606899
3,C - N -B - L,4.616847407046652,-0.19188189520394386,16.585802148052014
3,C - N -B - L,4.6475570910772985,-0.16951205749243414,16.690181967774773
3,C - N -B - L,4.6869594494238935,-0.19302364460865276,16.867554433840876
3,C - N -B - L,4.544312837086427,-0.16913668271127,16.341830938314338
3,C - N -B - L,4.600088907284778,-0.16732645285139763,16.541452762314844
3,C - N -B - L,4.659276924243139,-0.20705061232253652,16.813558101133534
3,C - N -B - L,4.691915392574649,-0.1778054453689842,16.91790625575806
3,C - N -B - L,4.622882783984292,-0.1958963879153292,16.70295332821051
3,C - N -B - L,4.669132468223604,-0.1750638551901708,16.7938447811616
3,C - N -B - L,4.713650951871359,-0.2193174184786841,17.068564366129106
3,C - N -B - L,4.668462074485262,-0.1547515993238286,16.768272610149495
3,C - N -B - L,4.621689781850232,-0.16557971199387014,16.61726860115785
3,C - N -B - L,4.608270403539115,-0.17979538845486867,16.57179940610123
3,C - N -B - L,4.716336963895695,-0.2084444978769776,17.00225060171557
3,C - N -B - L,4.6688847674491605,-0.17830612862957537,16.826810707366256
3,C - N -B - L,4.504060159105186,-0.1597882009462314,16.249600359369698
3,C - N -B - L,4.622649547539859,-0.17620761149861766,16.65050413931969
3,C - N -B - L,4.707538070020425,-0.19053465511041878,16.88753616139831
3,C - N -B - L,4.6914808750191135,-0.18883980916656054,16.818768663991825
3,C - N -B - L,4.7366330066117195,-0.1883921804742695,17.043764939767865
3,C - N -B - L,4.694708295709398,-0.13949490911628237,16.8214027005072
3,C - N -B - L,4.654979705908821,-0.18217719127861015,16.719149285584887
3,C - N -B - L,4.6505665886601335,-0.17920799918058988,16.742200010957973
3,C - N -B - L,4.612138671993972,-0.1683944951639389,16.566131006406746
3,C - N -B - L,4.562501579398735,-0.17717465118298759,16.434061472764352
3,C - N -B - L,4.649105313456432,-0.21104543906189677,16.774069463218567
3,C - N -B - L,4.678812126283978,-0.1814371749676154,16.775004210907248
3,C - N -B - L,4.628480322863695,-0.15711138207421196,16.60773290479892
3,C - N -B - L,4.604643788076667,-0.19060224776698412,16.564070547061252
3,C - N -B - L,4.610475143952785,-0.16629307013372088,16.63315078686836
3,C - N -B - L,4.660842306037846,-0.14713760592049932,16.780595455356384
3,C - N -B - L,4.580594195165037,-0.20291721536185284,16.46868797028613
3,C - N -B - L,4.705776043491281,-0.19257372908028353,16.909075111529347
3,C - N -B - L,4.592812427579056,-0.18542983130537002,16.599867620190476
3,C - N -B - L,4.606484581670629,-0.16177260103726882,16.58948269698394
3,C - N -B - L,4.6126081835438075,-0.14345581519078793,16.55088074834311
3,C - N -B - L,4.631774530527095,-0.19233464005211184,16.651106757889842
3,C - N -B - L,4.631927157312305,-0.16365233828548298,16.635428286999467
