Object ID,Class Label,Estimated Distance (cm),Ground Truth Distance (cm),Error (cm)
3,C - N -B - L,15.499732508192691,15.5,0.00026749180730867295
3,C - N -B - L,15.71684290942881,15.5,0.21684290942880935
3,C - N -B - L,15.63909210123569,15.5,0.13909210123568982
3,C - N -B - L,15.524229201549119,15.5,0.024229201549118784
3,C - N -B - L,15.564767014760939,15.5,0.06476701476093893
3,C - N -B - L,15.697386108061705,15.5,0.1973861080617052
3,C - N -B - L,15.459889357248331,15.5,0.04011064275166909
3,C - N -B - L,15.445328470389478,15.5,0.054671529610521574
3,C - N -B - L,15.53206149875374,15.5,0.032061498753739315
3,C - N -B - L,15.502518459865152,15.5,0.0025184598651524226
3,C - N -B - L,15.545225560928165,15.5,0.045225560928164654
3,C - N -B - L,15.589828432788083,15.5,0.08982843278808339
3,C - N -B - L,15.8144361666685,15.5,0.31443616666850005
3,C - N -B - L,15.675185755361422,15.5,0.17518575536142222
3,C - N -B - L,15.643285705130088,15.5,0.1432857051300882
3,C - N -B - L,15.623889361101984,15.5,0.12388936110198401
3,C - N -B - L,15.463832567192966,15.5,0.036167432807033606
3,C - N -B - L,15.40651457772386,15.5,0.09348542227614054
3,C - N -B - L,15.660027973592117,15.5,0.16002797359211662
3,C - N -B - L,15.381524427193444,15.5,0.11847557280655607
3,C - N -B - L,15.719897289668408,15.5,0.21989728966840794
3,C - N -B - L,15.341203262372849,15.5,0.15879673762715107
3,C - N -B - L,15.434794798527603,15.5,0.06520520147239672
3,C - N -B - L,15.62089807130182,15.5,0.12089807130181995
3,C - N -B - L,15.556447372475615,15.5,0.056447372475615154
3,C - N -B - L,15.719612714730255,15.5,0.21961271473025512
3,C - N -B - L,15.53214727771328,15.5,0.032147277713280076
3,C - N -B - L,15.439164793428079,15.5,0.06083520657192132
3,C - N -B - L,15.648497735324485,15.5,0.14849773532448474
3,C - N -B - L,15.540464652522784,15.5,0.040464652522784306
3,C - N -B - L,15.50749032743129,15.5,0.007490327431289856
3,C - N -B - L,15.529426497899296,15.5,0.029426497899295967
3,C - N -B - L,15.652600818537955,15.5,0.15260081853795526
3,C - N -B - L,15.579681603141054,15.5,0.07968160314105432
3,C - N -B - L,15.686038461486874,15.5,0.18603846148687353
3,C - N -B - L,15.509284273965047,15.5,0.009284273965047163
3,C - N -B - L,15.60320627452705,15.5,0.10320627452705011
3,C - N -B - L,15.655260880008846,15.5,0.1552608800088464
3,C - N -B - L,15.5842996596122,15.5,0.08429965961219921
3,C - N -B - L,15.4508458453134,15.5,0.04915415468659923
3,C - N -B - L,15.7379251721104,15.5,0.23792517211039943
3,C - N -B - L,15.608033504781828,15.5,0.10803350478182772
3,C - N -B - L,15.812051457734222,15.5,0.3120514577342224
3,C - N -B - L,15.571760361133483,15.5,0.07176036113348339
3,C - N -B - L,15.390963382796665,15.5,0.10903661720333524
3,C - N -B - L,15.714207747846842,15.5,0.21420774784684227
3,C - N -B - L,15.679642720195229,15.5,0.1796427201952291
3,C - N -B - L,15.267809193134623,15.5,0.2321908068653773
3,C - N -B - L,15.620991309195919,15.5,0.12099130919591872
3,C - N -B - L,15.60719062450944,15.5,0.10719062450944072
3,C - N -B - L,15.61708921903216,15.5,0.11708921903215952
3,C - N -B - L,15.65746516988811,15.5,0.15746516988811088
3,C - N -B - L,15.746390765012027,15.5,0.24639076501202695
3,C - N -B - L,15.43714104731435,15.5,0.06285895268564978
3,C - N -B - L,15.688722310302769,15.5,0.18872231030276865
3,C - N -B - L,15.674074843568476,15.5,0.17407484356847647
3,C - N -B - L,15.566643038168282,15.5,0.06664303816828188
3,C - N -B - L,15.501824667769785,15.5,0.001824667769785293
3,C - N -B - L,15.373418287270344,15.5,0.12658171272965646
3,C - N -B - L,15.604837634720848,15.5,0.10483763472084817
3,C - N -B - L,15.581720348907828,15.5,0.08172034890782776
3,C - N -B - L,15.506008129814983,15.5,0.006008129814983221
3,C - N -B - L,15.415146524221782,15.5,0.08485347577821756
3,C - N -B - L,15.528729335514535,15.5,0.028729335514535492
3,C - N -B - L,15.396621247977041,15.5,0.10337875202295876
3,C - N -B - L,15.536130961455651,15.5,0.03613096145565109
3,C - N -B - L,15.578032316538225,15.5,0.07803231653822529
3,C - N -B - L,15.630281178855055,15.5,0.1302811788550553
3,C - N -B - L,15.816046948820405,15.5,0.3160469488204054
3,C - N -B - L,15.46239105774568,15.5,0.037608942254319544
3,C - N -B - L,15.652194508887371,15.5,0.15219450888737107
3,C - N -B - L,15.566928531680022,15.5,0.06692853168002166
3,C - N -B - L,15.50250570577369,15.5,0.0025057057736894706
3,C - N -B - L,15.554398542944941,15.5,0.0543985429449414
3,C - N -B - L,15.667898595273138,15.5,0.16789859527313844
3,C - N -B - L,15.58567375045746,15.5,0.08567375045745962
3,C - N -B - L,15.653717791199451,15.5,0.15371779119945117
3,C - N -B - L,15.438742925075701,15.5,0.061257074924299104
3,C - N -B - L,15.624381651041213,15.5,0.12438165104121346
3,C - N -B - L,15.550092688242714,15.5,0.050092688242713734
3,C - N -B - L,15.304501829594589,15.5,0.1954981704054113
3,C - N -B - L,15.663675510644325,15.5,0.16367551064432462
3,C - N -B - L,15.628184340387154,15.5,0.1281843403871541
3,C - N -B - L,15.51488704498966,15.5,0.01488704498965987
3,C - N -B - L,15.327270161461534,15.5,0.17272983853846569
3,C - N -B - L,15.445901997558142,15.5,0.05409800244185803
3,C - N -B - L,15.506249932640534,15.5,0.006249932640534084
3,C - N -B - L,15.625613807370181,15.5,0.1256138073701809
3,C - N -B - L,15.613696865802599,15.5,0.11369686580259852
3,C - N -B - L,15.558023367261592,15.5,0.058023367261592185
3,C - N -B - L,15.345092400991593,15.5,0.154907599008407
3,C - N -B - L,15.434923757300044,15.5,0.0650762426999556
3,C - N -B - L,15.774237980794325,15.5,0.27423798079432515
3,C - N -B - L,15.630613743104917,15.5,0.13061374310491658
3,C - N -B - L,15.434552058448737,15.5,0.06544794155126255
3,C - N -B - L,15.27039946564884,15.5,0.22960053435116023
3,C - N -B - L,15.67306511964446,15.5,0.1730651196444608
3,C - N -B - L,15.603605522446568,15.5,0.10360552244656773
3,C - N -B - L,15.411395425839492,15.5,0.08860457416050771
3,C - N -B - L,15.412333265642301,15.5,0.08766673435769867
3,C - N -B - L,15.5226060195305,15.5,0.022606019530499566
3,C - N -B - L,15.5275994191136,15.5,0.02759941911359931
3,C - N -B - L,15.481305887496475,15.5,0.018694112503524707
3,C - N -B - L,15.535118759142087,15.5,0.03511875914208673
3,C - N -B - L,15.70639265834727,15.5,0.20639265834726928
3,C - N -B - L,15.463003602975803,15.5,0.03699639702419688
3,C - N -B - L,15.634893610087524,15.5,0.13489361008752354
3,C - N -B - L,15.710840536281761,15.5,0.21084053628176136
3,C - N -B - L,15.598574425294258,15.5,0.09857442529425775
3,C - N -B - L,15.43421767120832,15.5,0.06578232879168056
3,C - N -B - L,15.37951827324451,15.5,0.1204817267554894
3,C - N -B - L,15.752010146708125,15.5,0.25201014670812505
3,C - N -B - L,15.61183147329358,15.5,0.11183147329358079
3,C - N -B - L,15.550870055899361,15.5,0.05087005589936133
3,C - N -B - L,15.692868081617092,15.5,0.19286808161709246
3,C - N -B - L,15.363112079464731,15.5,0.1368879205352691
3,C - N -B - L,15.516847214384343,15.5,0.016847214384343445
3,C - N -B - L,15.403275407182356,15.5,0.0967245928176439
3,C - N -B - L,15.629797592156716,15.5,0.1297975921567165
3,C - N -B - L,15.437755071705178,15.5,0.06224492829482209
3,C - N -B - L,15.244398711134401,15.5,0.2556012888655985
