Object ID,Class Label,Distance (cm)
3,C - N -B - L,15.463003602975803
3,C - N -B - L,15.634893610087524
3,C - N -B - L,15.710840536281761
3,C - N -B - L,15.598574425294258
3,C - N -B - L,15.43421767120832
3,C - N -B - L,15.37951827324451
3,C - N -B - L,15.752010146708125
3,C - N -B - L,15.61183147329358
3,C - N -B - L,15.550870055899361
3,C - N -B - L,15.692868081617092
3,C - N -B - L,15.363112079464731
3,C - N -B - L,15.516847214384343
3,C - N -B - L,15.403275407182356
3,C - N -B - L,15.629797592156716
3,C - N -B - L,15.437755071705178
3,C - N -B - L,15.244398711134401
