Object ID,Class Label,X,Y,Z
3,C - N -B - L,4.778219421933052,0.31693837256241053,17.821282450839156
3,C - N -B - L,4.807174737966084,0.30589165531269763,18.011123803741864
3,C - N -B - L,4.755356997652033,0.32989353462728355,17.72985381924148
3,C - N -B - L,4.7952797490880235,0.2831850650296779,17.930923897545448
3,C - N -B - L,4.784343184209732,0.3116723177759729,17.868460640732266
3,C - N -B - L,4.771488840348193,0.338903802916902,17.802345429023145
3,C - N -B - L,4.75062867558051,0.31260771668534965,17.74312135106972
3,C - N -B - L,4.7787358195669345,0.3015306061115513,17.946482203221546
3,C - N -B - L,4.7831422626911415,0.2814473836208654,17.94708941225927
3,C - N -B - L,4.763935466102167,0.26610659790473395,17.81049042618632
3,C - N -B - L,4.728258331873568,0.2977752428343251,17.788211745012617
3,C - N -B - L,4.765954773225063,0.28930045238872487,17.92082177630518
3,C - N -B - L,4.7555013202707235,0.29933963531799396,17.835574587549356
3,C - N -B - L,4.710662432731992,0.3341511572390661,17.65970230292341
3,C - N -B - L,4.7073019687009126,0.31688997880200903,17.50576572643197
3,C - N -B - L,4.750319365208209,0.2663232994364222,17.78467539932321
3,C - N -B - L,4.76598323277128,0.2868896828258614,17.76415091824809
3,C - N -B - L,4.7292207382837494,0.31121979734100635,17.661890626145976
3,C - N -B - L,4.747345746666428,0.3008453969345804,17.737627887647818
3,C - N -B - L,4.752710661252288,0.31046720535897504,17.757086312815375
3,C - N -B - L,4.759100033492717,0.28949083150877036,17.845147596520448
3,C - N -B - L,4.754487064394003,0.28621756817610605,17.722583475289746
3,C - N -B - L,4.717847043525098,0.2943447494374323,17.71862984093848
3,C - N -B - L,4.836359004550025,0.28940475391392206,18.05109951756702
3,C - N -B - L,4.755318995677058,0.2868506333844392,17.767120538112994
3,C - N -B - L,4.794207789048772,0.25951384543137473,17.793304338366145
3,C - N -B - L,4.835705944173771,0.34095312472533934,18.099031732479443
3,C - N -B - L,4.792140434294078,0.29868993908929303,18.002850219883573
3,C - N -B - L,4.778376673491311,0.30514115672706377,17.80624587788673
3,C - N -B - L,4.791909006627358,0.2698071765741601,17.799258622679183
3,C - N -B - L,4.7568418689753855,0.2747645523425039,17.78349692986617
3,C - N -B - L,4.7693270741839555,0.2980477197241813,17.87556927705642
3,C - N -B - L,4.750425397950654,0.27483066621527924,17.808995889319228
3,C - N -B - L,4.801767596231,0.299734856852725,17.98052141920162
3,C - N -B - L,4.818778054478903,0.28165978580994816,18.01982349630656
3,C - N -B - L,4.83778323388061,0.31386533284966983,18.117113056215484
3,C - N -B - L,4.778292221930962,0.3061092406842639,17.84672905304694
3,C - N -B - L,4.789725783711417,0.2733867434972641,17.8825732415695
3,C - N -B - L,4.700299738654357,0.30491028462436737,17.526074859452393
3,C - N -B - L,4.83502471226972,0.29645513733548384,18.039875866355747
3,C - N -B - L,4.7364817180258365,0.2812951458904354,17.64769731795854
3,C - N -B - L,4.767232891599684,0.29186716012786346,17.939682681832835
3,C - N -B - L,4.741233995254711,0.2768076197858202,17.644694593560395
3,C - N -B - L,4.722584647954666,0.29100899071537634,17.75029441961212
3,C - N -B - L,4.698792034661004,0.3523184328155101,17.599916488993916
3,C - N -B - L,4.759023518987675,0.3211937861357521,17.749609615460624
3,C - N -B - L,4.786657624797839,0.31765868189332347,17.898704549934823
3,C - N -B - L,4.80109382025347,0.2976078973774889,18.06466419367789
3,C - N -B - L,4.735467768327083,0.2599269004824216,17.7571438144208
3,C - N -B - L,4.765857443938556,0.2794107642682026,17.782769817304303
3,C - N -B - L,4.8019512143044505,0.2858448990201646,18.002067523795763
3,C - N -B - L,4.7728195326310585,0.2933753767046239,17.771214142632587
3,C - N -B - L,4.78049307788904,0.32037075717976493,17.85652777087769
3,C - N -B - L,4.725661742173363,0.2884354513108546,17.61368284506758
3,C - N -B - L,4.745612287297291,0.2900424919978141,17.749515672527505
3,C - N -B - L,4.752850930302956,0.2704952356155647,17.77637254372491
3,C - N -B - L,4.741514890823418,0.30710994739619174,17.698962980082573
3,C - N -B - L,4.728322257771558,0.3068295645158214,17.64384376447436
3,C - N -B - L,4.8173516421330635,0.28388664274414294,17.93158552157106
3,C - N -B - L,4.790876362238769,0.2679997722848711,17.84109202987384
3,C - N -B - L,4.7778829187409215,0.29723601530044413,17.91913616270553
3,C - N -B - L,4.699533746190852,0.29241920247357384,17.60420757121527
3,C - N -B - L,4.824727330694939,0.29785629978420197,18.01093513823382
3,C - N -B - L,4.733580831883731,0.3013225680577493,17.70602312308339
3,C - N -B - L,4.799773584129049,0.2815251822577161,18.003743215474486
3,C - N -B - L,4.770982440833931,0.3500962943570966,17.81813274162517
3,C - N -B - L,4.818841494065317,0.29897862141678283,17.98603723877947
3,C - N -B - L,4.725614022945623,0.283803841734362,17.681699340764222
3,C - N -B - L,4.787491352127439,0.29228028073522005,17.912953547001177
3,C - N -B - L,4.757699080624551,0.30057360914355236,17.78340964204514
3,C - N -B - L,4.759646756686771,0.27553611849166354,17.707929292022474
3,C - N -B - L,4.791158772997903,0.29064329038324827,17.89997808790771
3,C - N -B - L,4.721151156531619,0.2738090657006562,17.647180036761696
3,C - N -B - L,4.795644559743904,0.2643691559392926,17.921497693546996
3,C - N -B - L,4.734288101860443,0.25925420021746015,17.7675476290093
3,C - N -B - L,4.78529653596524,0.28371271354884775,17.938221893782824
3,C - N -B - L,4.790384283010218,0.30405956834201475,17.827663534283694
3,C - N -B - L,4.7565630365963365,0.32558716812043054,17.823173593767883
3,C - N -B - L,4.734070345224175,0.27936789065975515,17.801052166591656
3,C - N -B - L,4.828193956844923,0.30339399695243274,18.05032386145645
3,C - N -B - L,4.7903139952436105,0.29018967440364557,17.897531444692387
3,C - N -B - L,4.7323929604811195,0.3126874489547882,17.651880427755867
3,C - N -B - L,4.809127049989102,0.2539103881089131,18.026082519105156
3,C - N -B - L,4.733960814866725,0.2526348253328742,17.732196714724388
3,C - N -B - L,4.769263983418646,0.315979585228856,17.812058708907692
3,C - N -B - L,4.729022984301423,0.2866856944140951,17.6902286193192
3,C - N -B - L,4.823572401503404,0.3065840103328496,18.00554784813796
3,C - N -B - L,4.721836598692909,0.29664958502545274,17.74298015213821
3,C - N -B - L,4.798847558304073,0.28086716142423446,17.980797886741907
3,C - N -B - L,4.806765801895922,0.2960002559453823,17.991246142646297
3,C - N -B - L,4.751172552428562,0.29017418385282406,17.69335564054853
3,C - N -B - L,4.7550142381739615,0.2907975264624073,17.77145852690519
3,C - N -B - L,4.777460534347273,0.2912857917211653,17.93468986361732
3,C - N -B - L,4.749096866780371,0.2874274885706216,17.706771015600733
3,C - N -B - L,4.756321913921879,0.29800277982320267,17.660302558197365
3,C - N -B - L,4.778949064463709,0.27548083371900545,17.92169003060494
3,C - N -B - L,4.744300378655045,0.2748347112987425,17.837560504976192
3,C - N -B - L,4.832063093390793,0.3137602579614286,18.09234281678708
3,C - N -B - L,4.7620365995580505,0.29989898254770225,17.911390375599154
3,C - N -B - L,4.77606906883954,0.2642140431902166,17.837510322382577
3,C - N -B - L,4.723510527630234,0.3195153520229048,17.732884825458214
3,C - N -B - L,4.8273597075268775,0.31092213074398384,18.084778659084495
3,C - N -B - L,4.727901274505673,0.29204950278984576,17.712597932327153
3,C - N -B - L,4.830465525070388,0.35104980966046345,17.994525183982244
3,C - N -B - L,4.834833671870469,0.310673320908735,18.07640910079363
3,C - N -B - L,4.740831683066287,0.2897001355377509,17.799987084302153
3,C - N -B - L,4.681003398833993,0.2641507853431571,17.59739626279181
3,C - N -B - L,4.771280813401774,0.2779948968989148,17.800587543908286
3,C - N -B - L,4.789159581573486,0.3060490363535065,17.90214107007758
3,C - N -B - L,4.803424681301452,0.2732921017767708,17.89798851115458
3,C - N -B - L,4.689431388550385,0.3122622784805253,17.634875541554756
3,C - N -B - L,4.761272145207861,0.2918095127228817,17.878437631521855
3,C - N -B - L,4.8256084589582855,0.2884418562118664,17.987682837099616
3,C - N -B - L,4.774110112317827,0.3123746774893956,17.702194254320474
3,C - N -B - L,4.838245941936019,0.3516017453783031,17.989408487410625
3,C - N -B - L,4.746130077246968,0.26940383228388176,17.788027720564568
3,C - N -B - L,4.793257322130332,0.28665821619212567,17.923841637586865
3,C - N -B - L,4.76223265333767,0.2745999007312424,17.899440384861013
3,C - N -B - L,4.76836031264606,0.305980262238223,17.83652162605387
3,C - N -B - L,4.76244416748249,0.2627446956121002,17.771498220526645
3,C - N -B - L,4.776530655676196,0.34472342167350006,17.885916849270323
3,C - N -B - L,4.764917133238767,0.2868447013813915,17.775739454681137
3,C - N -B - L,4.766136435953104,0.27122695637823185,17.889283001321665
3,C - N -B - L,4.768865428590598,0.2565701139445955,17.803014781740405
3,C - N -B - L,4.763739656363863,0.2732088807581416,17.751264261017432
3,C - N -B - L,4.729390525983507,0.31879006609696664,17.63591175790461
3,C - N -B - L,4.7129709954164625,0.36516810226847485,17.600965396665273
3,C - N -B - L,4.805456381946831,0.28699169118149104,17.868145129796645
3,C - N -B - L,4.763348292360301,0.28568531773257105,17.76233914448622
3,C - N -B - L,4.848364583817331,0.33866502634016316,18.10166217193211
3,C - N -B - L,4.764986040962212,0.2657162703102206,17.8196804595846
